Data Zone,Local Authority Code,Health domain 2012 rank,Health domain 2012 score1,"Standardised mortality ratio (ISD, 2007-2010) ","Comparative illness factor: standardised ratio (DWP, 2011)2","Hospital stays related to alcohol misuse: standardised ratio
(ISD, 2007-2010)","Hospital stays related to drug misuse: standardised ratio 
(ISD, 2007-2010)","Emergency stays in hospital: standardised ratio 
(ISD, 2007-2010)","Estimated proportion of population being prescribed drugs for anxiety, depression or psychosis 
(ISD, 2010)","Proportion of live singleton births of low birth weight
(ISD, 2006-2009)",,Notes
S01005785,380,"5,219",-0.76,85,50,41,0,68,0.12,0.03,,
S01005786,380,"3,341",-0.04,90,90,61,0,97,0.1,0.2,,
S01005787,380,"4,321",-0.40,44,85,50,29,85,0.1,0.03,,
S01005788,380,"3,343",-0.04,61,110,41,0,100,0.15,0.05,,
S01005789,380,"3,706",-0.19,78,95,21,0,101,0.11,0.06,,
S01005790,380,"3,010",0.07,143,65,36,0,112,0.11,0.05,,
S01005791,380,"5,076",-0.70,73,50,14,0,79,0.12,0.05,,
S01005792,380,"1,355",0.72,120,100,86,31,146,0.11,0.1,,
S01005793,380,"4,680",-0.54,59,55,67,0,80,0.11,0,,
S01005794,380,"3,595",-0.14,88,120,55,0,84,0.15,0.03,,
S01005795,380,"2,573",0.23,128,75,67,0,121,0.1,0.03,,
S01005796,380,"4,471",-0.46,61,95,40,0,77,0.13,0.07,,
S01005797,380,"5,349",-0.82,61,45,13,0,75,0.14,0.01,,
S01005798,380,"2,329",0.33,116,110,60,0,125,0.1,0.03,,
S01005799,380,"1,567",0.63,133,95,113,76,129,0.1,0.19,,
S01005800,380,"2,381",0.31,107,105,67,0,122,0.12,0,,
S01005801,380,"3,104",0.04,103,65,54,89,103,0.11,0.03,,
S01005802,380,"5,057",-0.69,66,65,14,0,79,0.1,0.1,,
S01005803,380,"3,230",0.00,43,110,54,0,110,0.11,0.13,,
S01005804,380,"4,658",-0.53,33,190,9,5,78,0.12,0.04,,
S01005805,380,"5,756",-1.04,86,45,10,29,64,0.11,0,,
S01005806,380,"1,427",0.69,122,115,56,32,145,0.12,0.06,,
S01005807,380,"1,854",0.51,117,120,65,79,126,0.11,0.04,,
S01005808,380,"2,409",0.30,97,80,101,0,126,0.1,0.03,,
S01005809,380,"2,885",0.12,154,85,44,0,111,0.1,0,,
S01005810,380,"3,076",0.05,83,60,90,0,111,0.11,0.06,,
S01005811,380,"3,209",0.00,82,70,54,0,114,0.1,0.04,,
S01005812,380,"5,520",-0.91,80,40,56,0,63,0.11,0.03,,
S01005813,380,"2,719",0.18,77,120,41,0,121,0.11,0.03,,
S01005814,380,"1,883",0.50,104,125,96,87,119,0.12,0.04,,
S01005815,380,"2,622",0.21,133,205,36,0,100,0.11,0.04,,
S01005816,380,"2,868",0.12,91,105,63,64,104,0.11,0,,
S01005817,380,"6,129",-1.31,9,30,27,0,65,0.1,0,,
S01005818,380,"6,080",-1.27,61,30,4,0,66,0.11,0.05,,
S01005819,380,"1,848",0.51,104,125,102,0,133,0.11,0,,
S01005820,380,"3,543",-0.12,86,55,29,69,103,0.11,0.06,,
S01005821,380,"4,096",-0.32,39,65,61,0,94,0.11,0.12,,
S01005822,380,"2,481",0.26,66,75,107,82,118,0.11,0.06,,
S01005823,380,"2,843",0.13,105,60,87,106,102,0.11,0.11,,
S01005824,380,"5,998",-1.21,66,35,13,34,58,0.1,0.17,,
S01005825,380,"2,970",0.09,110,95,120,0,94,0.11,0.14,,
S01005826,380,"6,158",-1.34,41,50,7,0,61,0.11,0,,
S01005827,380,"5,696",-1.00,70,45,20,0,66,0.11,0,,
S01005828,380,"3,504",-0.10,79,85,43,0,103,0.11,0.03,,
S01005829,380,"4,128",-0.33,205,75,63,0,71,0.11,0.08,,
S01005830,380,"2,470",0.27,89,170,61,0,110,0.11,0.08,,
S01005831,380,"4,595",-0.50,60,90,30,25,77,0.11,0.06,,
S01005832,380,"1,441",0.68,131,135,127,33,132,0.11,0,,
S01005833,380,"3,114",0.04,108,75,44,70,99,0.11,0.13,,
S01005834,380,"1,647",0.60,99,120,137,38,128,0.11,0.08,,
S01005835,380,"5,775",-1.06,50,40,44,0,63,0.11,0,,
S01005836,380,"5,826",-1.09,93,30,0,0,72,0.11,0.14,,
S01005837,380,"5,704",-1.01,58,25,19,50,70,0.1,0,,
S01005838,380,"3,285",-0.02,101,100,57,32,96,0.09,0.05,,
S01005839,380,"4,474",-0.46,72,75,43,0,81,0.1,0.08,,
S01005840,380,"2,672",0.20,98,110,72,29,107,0.11,0.05,,
S01005841,380,"3,399",-0.06,102,80,27,34,104,0.11,0,,
S01005842,380,"2,066",0.42,141,95,104,0,123,0.11,0.03,,
S01005843,380,"4,661",-0.53,73,45,15,0,94,0.11,0,,
S01005844,380,"3,170",0.02,115,65,93,31,94,0.11,0.09,,
S01005845,380,"5,778",-1.06,57,25,34,99,60,0.11,0.17,,
S01005846,380,"1,792",0.53,85,125,148,47,122,0.11,0.07,,
S01005847,380,"3,398",-0.06,87,125,88,0,88,0.11,0.07,,
S01005848,380,"2,937",0.10,141,80,85,0,101,0.12,0,,
S01005849,380,"2,727",0.18,123,115,56,0,110,0.11,0,,
S01005850,380,"2,767",0.16,100,140,76,33,99,0.09,0.08,,
S01005851,380,"2,088",0.42,98,115,158,0,116,0.11,0.15,,
S01005852,380,"3,707",-0.19,86,55,93,37,86,0.11,0.1,,
S01005853,380,"1,165",0.81,68,195,163,58,138,0.11,0.04,,
S01005854,380,"2,578",0.23,142,125,50,28,102,0.12,0.05,,
S01005855,380,964,0.92,136,205,166,60,130,0.11,0.08,,
S01005856,380,"2,626",0.21,88,115,68,0,114,0.11,0.08,,
S01005857,380,"1,369",0.71,116,150,127,35,130,0.12,0.05,,
S01005858,380,"1,911",0.49,113,95,140,69,119,0.11,0.06,,
S01005859,380,"4,328",-0.41,83,60,13,30,91,0.11,0.06,,
S01005860,380,"1,128",0.82,125,125,272,0,139,0.11,0.03,,
S01005861,380,"6,367",-1.62,21,35,3,23,57,0.1,0.03,,
S01005862,380,"3,558",-0.12,82,75,54,87,93,0.11,0,,
S01005863,380,"3,257",-0.01,233,130,18,0,94,0.1,0.01,,
S01005864,380,"1,781",0.53,97,135,95,62,127,0.11,0,,
S01005865,380,"2,189",0.38,72,160,99,152,110,0.09,0.1,,
S01005866,380,"3,904",-0.25,110,65,22,33,90,0.11,0.08,,
S01005867,380,"2,794",0.15,116,125,44,61,102,0.11,0,,
S01005868,380,"5,573",-0.94,76,45,12,0,71,0.11,0,,
S01005869,380,844,0.98,123,160,193,67,141,0.12,0.06,,
S01005870,380,"2,228",0.36,110,140,76,77,109,0.1,0.09,,
S01005871,380,"3,885",-0.25,76,90,61,0,87,0.11,0.06,,
S01005872,380,"4,362",-0.42,61,90,29,0,86,0.11,0.04,,
S01005873,380,"3,319",-0.03,146,130,11,27,102,0.1,0,,
S01005874,380,606,1.15,181,150,241,48,146,0.12,0.07,,
S01005875,380,"3,338",-0.04,112,75,42,0,106,0.11,0,,
S01005876,380,"5,843",-1.10,60,55,4,0,69,0.11,0,,
S01005877,380,"3,919",-0.26,94,115,20,0,93,0.1,0,,
S01005878,380,"5,984",-1.20,89,30,19,0,60,0.11,0,,
S01005879,380,"3,705",-0.19,68,105,63,0,90,0.11,0.05,,
S01005880,380,678,1.09,159,185,167,60,143,0.12,0.08,,
S01005881,380,"2,974",0.09,71,115,107,123,96,0.1,0,,
S01005882,380,"5,699",-1.00,63,55,13,28,65,0.1,0.04,,
S01005883,380,"3,815",-0.23,88,60,74,0,90,0.11,0.06,,
S01005884,380,"5,372",-0.83,63,90,8,0,73,0.11,0,,
S01005885,380,"6,160",-1.34,58,40,5,0,59,0.11,0.13,,
S01005886,380,"6,397",-1.69,41,35,7,32,48,0.11,0.07,,
S01005887,380,"3,327",-0.04,88,60,73,140,92,0.11,0.14,,
S01005888,380,"1,850",0.51,102,110,98,78,122,0.11,0.13,,
S01005889,380,493,1.24,140,185,235,180,150,0.1,0.16,,
S01005890,380,"6,341",-1.56,35,35,12,0,54,0.11,0,,
S01005891,380,615,1.14,129,120,138,127,161,0.12,0.19,,
S01005892,380,"1,709",0.57,127,140,103,103,117,0.12,0.03,,
S01005893,380,"3,440",-0.08,77,105,61,0,96,0.11,0.06,,
S01005894,380,"3,834",-0.23,61,100,33,0,94,0.1,0.16,,
S01005895,380,"5,464",-0.88,87,40,19,0,69,0.11,0.07,,
S01005896,380,"4,703",-0.55,80,65,13,0,86,0.11,0.04,,
S01005897,380,"4,126",-0.33,82,100,29,0,88,0.11,0,,
S01005898,380,"3,950",-0.27,73,60,81,0,91,0.1,0.05,,
S01005899,380,"1,744",0.55,123,135,125,98,113,0.11,0.13,,
S01005900,380,"5,187",-0.75,56,55,42,86,68,0.11,0,,
S01005901,380,"4,894",-0.62,70,55,8,0,91,0.1,0.03,,
S01005902,380,"5,124",-0.72,85,85,7,0,76,0.12,0,,
S01005903,380,"3,329",-0.04,92,125,75,0,93,0.1,0.03,,
S01005904,380,"2,991",0.08,127,110,63,0,99,0.11,0.03,,
S01005905,380,"3,380",-0.06,91,55,46,0,110,0.12,0.02,,
S01005906,380,"2,924",0.10,114,125,91,0,96,0.11,0.03,,
S01005907,380,"2,180",0.39,95,115,91,34,117,0.12,0.05,,
S01005908,380,"2,175",0.39,86,125,117,67,113,0.11,0.05,,
S01005909,380,"5,313",-0.80,74,40,40,0,71,0.1,0.04,,
S01005910,380,"4,864",-0.61,57,75,29,0,77,0.11,0.08,,
S01005911,380,"1,731",0.56,124,185,53,21,122,0.11,0.1,,
S01005912,380,"2,960",0.09,99,105,77,0,105,0.1,0.05,,
S01005913,380,328,1.40,124,185,225,165,171,0.11,0.07,,
S01005914,380,"2,225",0.36,150,160,65,0,108,0.12,0.04,,
S01005915,380,"2,780",0.16,78,115,76,40,105,0.11,0.05,,
S01005916,380,"3,992",-0.28,102,50,97,31,81,0.1,0.08,,
S01005917,380,932,0.94,244,170,94,76,131,0.12,0.12,,
S01005918,380,"3,424",-0.07,84,105,56,0,94,0.11,0.13,,
S01005919,380,"5,243",-0.77,58,35,6,0,91,0.1,0.04,,
S01005920,380,"2,431",0.29,106,145,80,0,111,0.11,0.03,,
S01005921,380,"3,236",0.00,117,95,43,0,98,0.12,0.07,,
S01005922,380,"4,401",-0.43,90,100,40,24,72,0.11,0.12,,
S01005923,380,"3,371",-0.05,93,75,64,61,93,0.11,0.06,,
S01005924,380,"5,461",-0.88,44,35,68,0,70,0.1,0.04,,
S01005925,380,"5,910",-1.15,71,35,24,0,62,0.1,0,,
S01005926,380,"2,483",0.26,109,170,41,28,104,0.12,0.07,,
S01005927,380,"4,337",-0.41,83,60,155,0,73,0.11,0.07,,
S01005928,380,"1,374",0.71,123,105,53,59,147,0.12,0.06,,
S01005929,380,"2,975",0.09,92,100,46,0,111,0.11,0.05,,
S01005930,380,"2,668",0.20,141,115,54,0,110,0.1,0.03,,
S01005931,380,"2,973",0.09,92,90,45,25,111,0.11,0,,
S01005932,380,640,1.12,116,135,199,192,156,0.13,0,,
S01005933,380,"6,089",-1.27,38,40,4,0,67,0.1,0.09,,
S01005934,380,"1,552",0.64,104,110,132,78,132,0.11,0.04,,
S01005935,380,"3,391",-0.06,98,105,26,0,106,0.11,0,,
S01005936,380,"1,320",0.73,123,160,166,0,133,0.12,0,,
S01005937,380,"6,395",-1.68,56,35,0,0,54,0.11,0,,
S01005938,380,"1,746",0.55,92,120,150,103,119,0.13,0.02,,
S01005939,380,"1,015",0.89,112,165,104,194,137,0.13,0.06,,
S01005940,380,"2,181",0.39,108,115,158,0,115,0.12,0,,
S01005941,380,"6,450",-1.84,41,15,0,0,56,0.11,0,,
S01005942,380,"1,711",0.57,134,180,86,62,109,0.11,0.23,,
S01005943,380,"2,702",0.19,101,100,119,0,107,0.11,0.03,,
S01005944,380,"1,558",0.64,172,210,89,0,116,0.13,0.03,,
S01005945,380,"3,053",0.06,113,100,34,0,108,0.11,0.06,,
S01005946,380,"1,601",0.62,184,115,155,84,111,0.13,0.03,,
S01005947,380,721,1.06,132,175,151,189,141,0.13,0.08,,
S01005948,380,"2,095",0.42,98,110,82,108,115,0.14,0.02,,
S01005949,380,"2,643",0.21,95,95,60,0,118,0.11,0.07,,
S01005950,380,"1,531",0.65,120,100,168,49,129,0.11,0.05,,
S01005951,380,738,1.05,167,210,158,33,136,0.13,0.09,,
S01005952,380,"1,419",0.70,90,230,119,77,119,0.13,0.02,,
S01005953,380,"2,368",0.31,120,160,50,17,104,0.13,0.09,,
S01005954,380,"1,303",0.74,126,100,133,103,131,0.14,0.07,,
S01005955,380,"4,710",-0.55,66,60,63,0,75,0.12,0.05,,
S01005956,380,"1,784",0.53,132,150,74,53,114,0.14,0.04,,
S01005957,380,820,1.00,116,245,111,52,137,0.13,0.13,,
S01005958,380,843,0.99,105,110,316,95,139,0.15,0.06,,
S01005959,380,291,1.45,166,155,245,191,169,0.14,0,,
S01005960,380,"1,805",0.52,99,140,157,0,116,0.15,0.06,,
S01005961,380,986,0.91,129,190,114,17,138,0.14,0.05,,
S01005962,380,"1,752",0.55,129,105,121,110,117,0.14,0,,
S01005963,380,"3,758",-0.21,97,100,71,0,80,0.14,0.04,,
S01005964,380,"1,349",0.72,135,145,89,31,127,0.15,0.09,,
S01005965,380,270,1.49,157,150,273,50,177,0.14,0.05,,
S01005966,380,869,0.97,226,180,84,38,139,0.13,0.03,,
S01005967,380,652,1.11,195,200,199,54,131,0.15,0.06,,
S01005968,380,"2,009",0.44,171,190,46,24,107,0.13,0,,
S01005969,380,"2,432",0.29,148,100,98,0,105,0.15,0,,
S01005970,380,"1,393",0.71,112,145,177,27,119,0.15,0.11,,
S01005971,380,"3,044",0.06,53,90,45,51,109,0.15,0,,
S01005972,380,"1,818",0.52,122,150,133,24,108,0.15,0.04,,
S01005973,380,"2,301",0.34,119,145,76,80,98,0.14,0.06,,
S01005974,380,"1,255",0.77,111,165,121,62,126,0.15,0.06,,
S01005975,380,910,0.95,151,140,141,41,141,0.14,0.06,,
S01005976,380,"4,602",-0.51,86,75,15,0,85,0.1,0.07,,
S01005977,380,"3,431",-0.07,74,130,28,0,97,0.14,0.04,,
S01005978,380,"4,197",-0.35,91,70,71,0,82,0.1,0.04,,
S01005979,380,"2,011",0.44,85,170,87,32,110,0.15,0.04,,
S01005980,380,"4,494",-0.47,97,50,58,0,76,0.15,0,,
S01005981,380,"2,021",0.44,128,85,69,118,123,0.11,0.03,,
S01005982,380,"1,244",0.77,70,125,257,37,139,0.12,0.03,,
S01005983,380,"5,424",-0.86,59,85,18,0,65,0.15,0,,
S01005984,380,"4,933",-0.64,73,50,25,30,77,0.1,0.05,,
S01005985,380,"2,164",0.39,76,140,108,97,117,0.1,0,,
S01005986,380,"5,347",-0.82,49,80,20,0,73,0.1,0,,
S01005987,380,749,1.05,129,115,210,49,155,0.12,0.05,,
S01005988,380,"1,297",0.75,115,100,208,161,125,0.12,0.16,,
S01005989,380,"5,658",-0.98,58,40,25,0,69,0.1,0,,
S01005990,380,160,1.67,260,245,325,338,159,0.12,0.06,,
S01005991,380,"2,166",0.39,130,155,87,31,100,0.13,0.13,,
S01005992,380,630,1.13,103,145,412,295,137,0.12,0.15,,
S01005993,380,"4,225",-0.36,54,65,62,61,83,0.12,0,,
S01005994,380,"1,660",0.59,103,135,45,78,139,0.1,0.06,,
S01005995,380,116,1.77,152,200,562,181,175,0.12,0.17,,
S01005996,380,"4,524",-0.48,91,55,61,36,72,0.13,0.03,,
S01005997,380,"2,412",0.29,71,105,81,116,110,0.12,0.15,,
S01005998,380,137,1.74,107,120,417,285,203,0.12,0.09,,
S01005999,380,"5,632",-0.96,58,85,8,17,65,0.12,0.01,,
S01006000,380,896,0.96,116,145,305,111,136,0.12,0,,
S01006001,380,"4,749",-0.56,37,80,54,31,77,0.1,0.03,,
S01006002,380,"2,231",0.36,108,110,116,51,109,0.12,0.04,,
S01006003,380,"1,725",0.56,127,170,80,91,115,0.13,0,,
S01006004,380,"5,281",-0.78,62,85,28,24,64,0.13,0.02,,
S01006005,380,"2,452",0.28,118,80,124,127,99,0.12,0.13,,
S01006006,380,"5,024",-0.67,64,65,92,30,65,0.11,0.03,,
S01006007,380,655,1.11,113,110,263,360,149,0.12,0.1,,
S01006008,380,"1,119",0.83,158,165,125,84,125,0.13,0.07,,
S01006009,380,"4,042",-0.30,84,35,44,0,97,0.12,0.08,,
S01006010,380,"5,121",-0.72,52,55,16,0,79,0.13,0.03,,
S01006011,380,956,0.92,106,155,329,168,127,0.12,0.05,,
S01006012,380,479,1.26,110,195,171,163,160,0.13,0.04,,
S01006013,380,"6,370",-1.63,35,20,16,0,54,0.1,0.05,,
S01006014,380,836,0.99,154,145,144,212,139,0.12,0.06,,
S01006015,380,"4,948",-0.64,77,65,29,0,75,0.11,0.03,,
S01006016,380,"5,988",-1.20,37,60,27,0,57,0.12,0.05,,
S01006017,380,"2,168",0.39,130,185,64,19,101,0.14,0.05,,
S01006018,380,"5,622",-0.96,33,80,54,0,61,0.13,0,,
S01006019,380,"1,252",0.77,150,150,165,93,118,0.13,0.09,,
S01006020,380,"3,746",-0.20,122,80,75,36,79,0.11,0.03,,
S01006021,380,"3,261",-0.01,83,135,36,0,102,0.1,0.08,,
S01006022,380,"1,754",0.55,131,100,140,39,117,0.12,0.15,,
S01006023,380,"5,436",-0.86,69,35,50,37,64,0.13,0,,
S01006024,380,909,0.95,121,190,244,122,125,0.12,0.12,,
S01006025,380,"1,380",0.71,111,210,202,30,109,0.15,0.06,,
S01006026,380,"1,249",0.77,123,170,182,33,125,0.12,0.04,,
S01006027,380,"5,145",-0.73,63,65,27,0,72,0.11,0.07,,
S01006028,380,"4,897",-0.62,70,60,38,0,78,0.1,0,,
S01006029,380,"5,081",-0.70,97,75,37,0,65,0.12,0.09,,
S01006030,380,"4,801",-0.58,82,65,60,0,73,0.11,0,,
S01006031,380,"1,896",0.50,104,190,101,70,106,0.12,0.09,,
S01006032,380,946,0.93,160,225,196,25,131,0.1,0,,
S01006033,380,"5,084",-0.70,48,90,27,17,69,0.13,0.04,,
S01006034,380,687,1.09,123,245,189,70,137,0.12,0.08,,
S01006035,380,"2,690",0.19,82,150,103,145,94,0.11,0,,
S01006036,380,"5,241",-0.77,35,120,42,17,63,0.13,0.03,,
S01006037,380,"3,530",-0.11,81,100,67,121,84,0.11,0.06,,
S01006038,380,"2,679",0.20,131,125,52,0,108,0.11,0.03,,
S01006039,380,"3,099",0.04,69,110,42,0,112,0.1,0.1,,
S01006040,380,"1,059",0.86,112,200,65,108,139,0.12,0.09,,
S01006041,380,838,0.99,150,240,211,67,124,0.12,0.06,,
S01006042,380,"2,691",0.19,81,145,125,30,94,0.12,0.06,,
S01006043,380,"2,706",0.19,100,90,88,209,97,0.12,0.05,,
S01006044,380,916,0.95,296,240,94,0,127,0.15,0.03,,
S01006045,380,"4,312",-0.40,81,60,27,0,90,0.1,0.09,,
S01006046,380,"4,794",-0.58,49,75,67,20,72,0.11,0.05,,
S01006047,380,"1,704",0.57,124,175,99,72,115,0.12,0,,
S01006048,380,"6,234",-1.42,35,55,33,34,49,0.11,0,,
S01006049,380,"2,394",0.30,90,170,108,0,107,0.11,0.04,,
S01006050,380,"2,256",0.35,84,120,147,142,106,0.12,0,,
S01006051,380,"4,399",-0.43,72,95,44,46,74,0.11,0.06,,
S01006052,380,"4,384",-0.42,95,65,82,26,73,0.11,0.04,,
S01006053,380,"3,292",-0.02,67,115,130,39,89,0.11,0,,
S01006054,380,"4,479",-0.46,71,60,55,28,76,0.11,0.14,,
S01006055,380,"5,214",-0.75,77,55,114,51,59,0.11,0.05,,
S01006056,380,"5,693",-1.00,48,55,14,28,68,0.1,0,,
S01006057,380,"1,328",0.73,135,135,249,193,117,0.11,0,,
S01006058,380,269,1.49,182,205,457,198,154,0.12,0,,
S01006059,380,"1,124",0.83,115,210,103,103,130,0.12,0.04,,
S01006060,380,742,1.05,162,180,168,221,135,0.12,0.04,,
S01006061,380,554,1.18,205,135,440,266,133,0.11,0.07,,
S01006062,380,343,1.38,162,165,290,398,155,0.12,0.04,,
S01006063,380,141,1.72,160,130,429,418,189,0.12,0.03,,
S01006064,380,"1,110",0.83,115,210,181,28,129,0.12,0,,
S01006065,380,774,1.02,125,170,357,419,121,0.12,0.09,,
S01006066,380,"1,649",0.60,94,165,140,176,116,0.12,0,,
S01006067,390,"5,017",-0.67,102,65,42,0,72,0.08,0,,
S01006068,390,"4,436",-0.44,90,55,38,0,87,0.08,0.08,,
S01006069,390,"6,236",-1.42,37,45,24,0,55,0.08,0.05,,
S01006070,390,"6,430",-1.79,45,25,9,0,51,0.08,0,,
S01006071,390,"5,730",-1.03,86,40,10,0,69,0.08,0.09,,
S01006072,390,"5,528",-0.92,48,35,57,0,73,0.07,0,,
S01006073,390,"5,340",-0.81,51,45,37,0,77,0.08,0,,
S01006074,390,"6,325",-1.55,60,30,40,0,50,0.07,0,,
S01006075,390,971,0.92,116,220,167,205,123,0.12,0.1,,
S01006076,390,"1,561",0.64,229,125,83,79,117,0.12,0.06,,
S01006077,390,"2,148",0.40,87,145,123,121,110,0.1,0.02,,
S01006078,390,"3,482",-0.10,83,115,28,79,91,0.12,0.04,,
S01006079,390,"1,539",0.64,73,105,77,108,141,0.13,0.1,,
S01006080,390,"4,020",-0.29,104,90,50,58,83,0.06,0.06,,
S01006081,390,"6,010",-1.22,54,30,45,0,61,0.07,0.04,,
S01006082,390,999,0.89,127,155,99,127,148,0.09,0.04,,
S01006083,390,"2,749",0.17,122,70,78,62,111,0.07,0.08,,
S01006084,390,"2,276",0.35,104,75,107,69,121,0.09,0.06,,
S01006085,390,"4,066",-0.31,66,50,70,0,88,0.13,0.11,,
S01006086,390,"3,185",0.01,83,90,36,48,103,0.12,0.05,,
S01006087,390,"2,817",0.14,86,120,61,117,100,0.12,0,,
S01006088,390,"4,573",-0.49,79,50,17,0,91,0.12,0,,
S01006089,390,"2,397",0.30,94,135,93,153,101,0.12,0.03,,
S01006090,390,"1,214",0.79,137,140,119,58,133,0.13,0.03,,
S01006091,390,"6,187",-1.37,56,35,0,0,69,0.07,0.03,,
S01006092,390,"2,297",0.34,111,90,62,177,114,0.13,0,,
S01006093,390,"2,321",0.33,61,95,54,31,128,0.12,0.15,,
S01006094,390,"1,953",0.47,97,170,61,451,104,0.13,0.09,,
S01006095,390,"3,586",-0.13,159,100,22,25,86,0.12,0.04,,
S01006096,390,"3,161",0.02,83,95,68,0,98,0.13,0.13,,
S01006097,390,996,0.90,93,175,156,340,132,0.13,0.02,,
S01006098,390,755,1.04,113,115,101,265,159,0.12,0.12,,
S01006099,390,"5,310",-0.80,71,40,22,37,70,0.12,0.03,,
S01006100,390,880,0.97,85,95,236,218,153,0.13,0,,
S01006101,390,784,1.02,141,125,160,0,164,0.12,0,,
S01006102,390,"1,332",0.73,132,135,117,292,122,0.13,0.03,,
S01006103,390,"5,210",-0.75,87,45,31,0,70,0.12,0.04,,
S01006104,390,"1,483",0.67,115,115,131,415,121,0.12,0.04,,
S01006105,390,"2,103",0.41,103,100,97,140,114,0.12,0.06,,
S01006106,390,"3,311",-0.03,68,90,52,0,108,0.1,0.1,,
S01006107,390,"1,404",0.70,97,120,115,125,136,0.1,0.14,,
S01006108,390,"1,379",0.71,126,140,38,187,144,0.1,0.03,,
S01006109,390,"2,965",0.09,77,95,80,292,95,0.11,0.03,,
S01006110,390,704,1.07,114,140,180,425,148,0.1,0.13,,
S01006111,390,"2,466",0.27,83,145,94,0,109,0.12,0.07,,
S01006112,390,"3,603",-0.14,116,40,42,86,95,0.11,0.08,,
S01006113,390,"5,854",-1.11,50,50,24,0,61,0.11,0.08,,
S01006114,390,"2,008",0.44,89,135,138,0,120,0.12,0.04,,
S01006115,390,"4,405",-0.43,107,60,28,0,85,0.11,0,,
S01006116,390,"6,189",-1.37,57,30,13,0,59,0.11,0,,
S01006117,390,"2,418",0.29,88,115,76,0,118,0.12,0.07,,
S01006118,390,"5,209",-0.75,68,60,10,0,84,0.08,0,,
S01006119,390,"4,222",-0.36,123,65,37,0,83,0.11,0.02,,
S01006120,390,"3,221",0.00,104,110,117,41,85,0.09,0.12,,
S01006121,390,"1,506",0.66,101,75,117,153,140,0.12,0.03,,
S01006122,390,"5,051",-0.69,66,75,49,0,69,0.11,0.05,,
S01006123,390,"2,816",0.14,95,70,134,163,99,0.1,0.04,,
S01006124,390,"1,271",0.76,86,105,242,112,133,0.11,0.11,,
S01006125,390,"5,265",-0.78,71,65,14,25,72,0.11,0,,
S01006126,390,"3,643",-0.16,87,45,143,249,85,0.08,0.06,,
S01006127,390,"5,369",-0.83,72,25,30,0,78,0.09,0.03,,
S01006128,390,"3,930",-0.26,46,50,142,133,86,0.08,0.13,,
S01006129,390,"4,648",-0.52,68,70,9,49,92,0.08,0,,
S01006130,390,555,1.18,133,120,355,46,153,0.15,0,,
S01006131,390,"4,779",-0.58,69,50,60,58,72,0.09,0.16,,
S01006132,390,223,1.57,93,230,314,666,166,0.14,0.05,,
S01006133,390,"5,069",-0.69,96,40,20,0,81,0.08,0.04,,
S01006134,390,"4,208",-0.36,90,50,40,102,81,0.12,0.05,,
S01006135,390,359,1.37,92,165,326,326,159,0.14,0.1,,
S01006136,390,19,2.27,261,190,587,566,204,0.14,0.12,,
S01006137,390,"4,380",-0.42,80,60,80,159,74,0.09,0.04,,
S01006138,390,"4,094",-0.32,88,40,95,90,80,0.1,0.13,,
S01006139,390,"2,797",0.15,62,100,80,253,96,0.13,0.14,,
S01006140,390,"5,963",-1.18,62,70,7,0,63,0.09,0,,
S01006141,390,"1,148",0.82,152,205,98,334,121,0.1,0.06,,
S01006142,390,"5,473",-0.89,57,40,73,0,66,0.11,0,,
S01006143,390,"5,810",-1.08,79,25,35,0,63,0.09,0.14,,
S01006144,390,"5,180",-0.74,48,55,27,27,78,0.08,0,,
S01006145,390,"3,514",-0.11,102,130,43,53,89,0.07,0.06,,
S01006146,390,"6,329",-1.56,69,40,11,0,52,0.08,0,,
S01006147,390,"5,304",-0.79,69,60,42,0,72,0.07,0,,
S01006148,390,"3,572",-0.13,82,70,76,74,93,0.08,0.06,,
S01006149,390,"5,764",-1.05,71,85,16,21,60,0.07,0.07,,
S01006150,390,"4,729",-0.56,71,75,51,0,79,0.08,0,,
S01006151,390,"6,503",-2.46,23,10,13,0,31,0.03,0.29,,
S01006152,390,"6,460",-1.88,49,20,4,0,52,0.07,0,,
S01006153,390,"6,389",-1.67,58,25,12,0,53,0.07,0,,
S01006154,390,"6,489",-2.08,23,15,9,0,48,0.06,0.05,,
S01006155,390,"5,038",-0.68,49,75,51,0,77,0.06,0.08,,
S01006156,390,"5,971",-1.19,71,45,0,0,75,0.06,0,,
S01006157,390,"2,313",0.33,101,90,137,193,116,0.06,0.04,,
S01006158,390,"6,209",-1.38,46,45,11,0,61,0.07,0,,
S01006159,390,"5,086",-0.70,58,60,47,32,73,0.06,0.11,,
S01006160,390,"6,471",-1.94,29,30,4,0,50,0.06,0.06,,
S01006161,390,"5,785",-1.06,68,40,12,0,73,0.06,0,,
S01006162,390,"5,586",-0.94,57,50,34,0,70,0.07,0,,
S01006163,390,"5,685",-1.00,48,55,13,56,69,0.08,0,,
S01006164,390,"4,611",-0.51,173,50,20,52,78,0.07,0,,
S01006165,390,"4,902",-0.62,72,45,76,21,77,0.06,0.03,,
S01006166,390,"6,165",-1.34,87,40,19,0,57,0.06,0,,
S01006167,390,"5,748",-1.04,112,70,20,0,61,0.06,0.01,,
S01006168,390,"4,481",-0.46,80,85,46,25,82,0.06,0,,
S01006169,390,"5,217",-0.75,73,45,39,0,76,0.07,0.04,,
S01006170,390,"5,216",-0.75,116,90,30,0,68,0.06,0,,
